repo_id,Date,Commit_msg,Commit_counter,Commit_hash,Issue,Description
codes/24b-emb-aps-1-jv_jv,2024-08-28T14:38:24+00:00,tocar musica no começo,12,d5724ebaf32d9ce68fee0c7972edb07936c51fe4,cInHeadFile,main.c.dump
codes/24b-emb-aps-1-jv_jv,2024-08-29T00:09:44+00:00,teste para passar na qualidade de codigo,13,6fc2f14d36a353f51745555d967b7fe09033b530,noIncludeGuard,main.c.dump
codes/24b-emb-aps-1-katcahu,2024-08-28T19:28:03-03:00,att de código,3,86ef77dd5628ec12effb79c8cec88121e3481e52,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-katcahu,2024-08-28T19:28:03-03:00,att de código,3,86ef77dd5628ec12effb79c8cec88121e3481e52,noIncludeGuard,main.c.dump
codes/24b-emb-aps-1-katcahu,2024-08-29T15:48:48-03:00,time out feito,4,e10a105312ee7409e5d6584f84201fd18c8eb645,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-katcahu,2024-08-29T15:48:48-03:00,time out feito,4,e10a105312ee7409e5d6584f84201fd18c8eb645,noIncludeGuard,main.c.dump
codes/24b-emb-aps-1-katcahu,2024-08-30T10:34:08-03:00,correção cpp,5,f6fe9d8e7f213899da3951284906c41afe83ce5c,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-katcahu,2024-08-30T10:34:08-03:00,correção cpp,5,f6fe9d8e7f213899da3951284906c41afe83ce5c,noIncludeGuard,main.c.dump
codes/24b-emb-aps-1-katcahu,2024-08-30T14:18:28+00:00,fix embedded-check,6,420c89d5463a4e4537fde6eebcbc9f1bf466db64,noIncludeGuard,main.c.dump
codes/24b-emb-aps-1-koelle_frugis,2024-08-21T22:32:54+00:00,update main,2,8dbb5f169bc73099e8359b54614908e3df68595d,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-koelle_frugis,2024-08-26T17:29:04+00:00,apdate main,3,419b32624ebc60138475491e8c8c431528de6d17,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-koelle_frugis,2024-08-26T18:23:02+00:00,update main,4,2a9fc471a1a8437b810e1278e75cbbeb9282e0f2,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-koelle_frugis,2024-08-26T18:26:17+00:00,Merge remote-tracking branch 'refs/remotes/origin/main',5,7e1a26a2f93eed450f8cf0d4184ca3e9968b3454,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-koelle_frugis,2024-08-26T18:27:53+00:00,update,6,7e92b842b9a725956b96feededc3696be05906d3,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-koelle_frugis,2024-08-26T18:32:18+00:00,update_2,7,318227eba40543e7352c4f5f137e8c0124996ed2,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-koelle_frugis,2024-08-26T18:35:06+00:00,update_3,8,53025fb52bc198c3c1413f8a771224ce62c7f8f6,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-21T20:00:09-03:00,funcionando,4,76308726f7b07be148896129eb08cf5b3c814a3e,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-21T20:00:09-03:00,funcionando,4,76308726f7b07be148896129eb08cf5b3c814a3e,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-21T20:00:09-03:00,funcionando,4,76308726f7b07be148896129eb08cf5b3c814a3e,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-21T20:00:09-03:00,funcionando,4,76308726f7b07be148896129eb08cf5b3c814a3e,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-21T20:21:00-03:00,jogo guncionando ver delays,5,6a14f4773809a3d4b9803aa8cfd7eb30bf37a0b3,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-21T20:21:00-03:00,jogo guncionando ver delays,5,6a14f4773809a3d4b9803aa8cfd7eb30bf37a0b3,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-21T20:21:00-03:00,jogo guncionando ver delays,5,6a14f4773809a3d4b9803aa8cfd7eb30bf37a0b3,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-21T20:21:00-03:00,jogo guncionando ver delays,5,6a14f4773809a3d4b9803aa8cfd7eb30bf37a0b3,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-26T14:01:39-03:00,com simulador errado,6,ff8fbf9a6ce29c44a25f298444dcbc50b5ae8159,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-26T14:01:39-03:00,com simulador errado,6,ff8fbf9a6ce29c44a25f298444dcbc50b5ae8159,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-26T14:01:39-03:00,com simulador errado,6,ff8fbf9a6ce29c44a25f298444dcbc50b5ae8159,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-26T14:01:39-03:00,com simulador errado,6,ff8fbf9a6ce29c44a25f298444dcbc50b5ae8159,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-26T15:45:09-03:00,"funcionando, mas falta algumas coisas",7,f73e8c330155e17d4ead582f71f1c701530581a0,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-26T15:45:09-03:00,"funcionando, mas falta algumas coisas",7,f73e8c330155e17d4ead582f71f1c701530581a0,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-26T15:45:09-03:00,"funcionando, mas falta algumas coisas",7,f73e8c330155e17d4ead582f71f1c701530581a0,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-26T15:45:09-03:00,"funcionando, mas falta algumas coisas",7,f73e8c330155e17d4ead582f71f1c701530581a0,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-27T18:13:29-03:00,musica do darth vader feita,8,aa61e5bc97ea746ac52fc79d894cf6bca3ca7e06,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-27T18:13:29-03:00,musica do darth vader feita,8,aa61e5bc97ea746ac52fc79d894cf6bca3ca7e06,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-27T18:13:29-03:00,musica do darth vader feita,8,aa61e5bc97ea746ac52fc79d894cf6bca3ca7e06,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-27T18:13:29-03:00,musica do darth vader feita,8,aa61e5bc97ea746ac52fc79d894cf6bca3ca7e06,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-27T18:47:40-03:00,timer feito,9,38095d5af8db059eb6dde1bc28647a7c64d69301,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-27T18:47:40-03:00,timer feito,9,38095d5af8db059eb6dde1bc28647a7c64d69301,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-27T18:47:40-03:00,timer feito,9,38095d5af8db059eb6dde1bc28647a7c64d69301,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-27T18:47:40-03:00,timer feito,9,38095d5af8db059eb6dde1bc28647a7c64d69301,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-27T18:51:22-03:00,encerrar ao errar um botao instantaneamente,10,b61eeb3cc69c9d8da513c4c123a4b8feb87048a8,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-27T18:51:22-03:00,encerrar ao errar um botao instantaneamente,10,b61eeb3cc69c9d8da513c4c123a4b8feb87048a8,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-27T18:51:22-03:00,encerrar ao errar um botao instantaneamente,10,b61eeb3cc69c9d8da513c4c123a4b8feb87048a8,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-27T18:51:22-03:00,encerrar ao errar um botao instantaneamente,10,b61eeb3cc69c9d8da513c4c123a4b8feb87048a8,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-27T20:30:43-03:00,nada,11,602b59cca14fd06723b79eed35d65a41420c3061,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-27T20:30:43-03:00,nada,11,602b59cca14fd06723b79eed35d65a41420c3061,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-27T20:30:43-03:00,nada,11,602b59cca14fd06723b79eed35d65a41420c3061,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-27T20:30:43-03:00,nada,11,602b59cca14fd06723b79eed35d65a41420c3061,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-28T18:53:25-03:00,ainda com erro de backout,12,2ace52c1c4f3bc6e34e49b291e0403ea792b2260,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-28T18:53:25-03:00,ainda com erro de backout,12,2ace52c1c4f3bc6e34e49b291e0403ea792b2260,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-28T18:53:25-03:00,ainda com erro de backout,12,2ace52c1c4f3bc6e34e49b291e0403ea792b2260,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-28T18:53:25-03:00,ainda com erro de backout,12,2ace52c1c4f3bc6e34e49b291e0403ea792b2260,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-29T14:21:50-03:00,jogo com timer certo/falta dividir arquivos,13,5e4196de57c62f280b03792d15054c8197f472d2,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-29T14:21:50-03:00,jogo com timer certo/falta dividir arquivos,13,5e4196de57c62f280b03792d15054c8197f472d2,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-29T14:21:50-03:00,jogo com timer certo/falta dividir arquivos,13,5e4196de57c62f280b03792d15054c8197f472d2,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-29T14:21:50-03:00,jogo com timer certo/falta dividir arquivos,13,5e4196de57c62f280b03792d15054c8197f472d2,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-29T15:07:50-03:00,musica completa dart vader ainda com erro do cccheck,16,e2049b9542eaaa82bbd34e727cdbf6c71b955cb9,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-29T15:07:50-03:00,musica completa dart vader ainda com erro do cccheck,16,e2049b9542eaaa82bbd34e727cdbf6c71b955cb9,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-29T15:07:50-03:00,musica completa dart vader ainda com erro do cccheck,16,e2049b9542eaaa82bbd34e727cdbf6c71b955cb9,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-29T15:07:50-03:00,musica completa dart vader ainda com erro do cccheck,16,e2049b9542eaaa82bbd34e727cdbf6c71b955cb9,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-29T15:18:13-03:00,tentativa 2-passar testes,17,dca5985c85678e530f0923f6ca8adc769d6b2016,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-29T16:28:31-03:00,alguns concertos ainda falta checar cccheck,18,7648de6cba496d8284c83c6c79b85f57ff2689c7,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-29T16:28:31-03:00,alguns concertos ainda falta checar cccheck,18,7648de6cba496d8284c83c6c79b85f57ff2689c7,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-29T20:05:00+00:00,testando 3,19,7afc0c007429f2007e3cd6055366f57a8f1189dd,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-29T20:05:00+00:00,testando 3,19,7afc0c007429f2007e3cd6055366f57a8f1189dd,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-29T20:07:21+00:00,testando 4,20,d014d7e817efb33bd385f9da581581fc4e49e1b2,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-29T20:17:04+00:00,test 6,22,9534e3209fbde6190faaf3385cfd99eb4dd97f64,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-29T20:17:04+00:00,test 6,22,9534e3209fbde6190faaf3385cfd99eb4dd97f64,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-29T21:41:31-03:00,ainda falta cccheck,24,982f6f2644ff447bed1118bc13b595c3aa3820cd,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-29T21:41:31-03:00,ainda falta cccheck,24,982f6f2644ff447bed1118bc13b595c3aa3820cd,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-30T10:57:59-03:00,.h,25,4d489c5b3eb71087bbbfd92f4443aa33d958bb60,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-leo_luiza,2024-08-30T10:57:59-03:00,.h,25,4d489c5b3eb71087bbbfd92f4443aa33d958bb60,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-marinna_veronica,2024-08-21T17:50:36-03:00,sem testar,1,a6babe1df79de55fead0e54e0b5d55469f751682,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-marinna_veronica,2024-08-21T17:50:36-03:00,sem testar,1,a6babe1df79de55fead0e54e0b5d55469f751682,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-marinna_veronica,2024-08-21T17:50:36-03:00,sem testar,1,a6babe1df79de55fead0e54e0b5d55469f751682,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-marinna_veronica,2024-08-26T15:29:43-03:00,alteraçoes,2,2cf9e02c830ff4a43ca43f8dd1c1489818682484,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-marinna_veronica,2024-08-26T15:29:43-03:00,alteraçoes,2,2cf9e02c830ff4a43ca43f8dd1c1489818682484,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-marinna_veronica,2024-08-26T15:29:43-03:00,alteraçoes,2,2cf9e02c830ff4a43ca43f8dd1c1489818682484,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-marinna_veronica,2024-08-28T13:50:53-03:00,arquivos separados errados em .h e .c corrigir,3,a2f9016dc214ea3aaeb85878851af2e7a16b6f7a,cInHeadFile,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-29T10:15:46-03:00,Jogavel e mais,2,bd6be461e1607242b5c58f751fea2b958f23dee8,notVolatileVarIrq,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-29T10:19:55-03:00,Problemas,3,6c1158943cb663987057fc731037187544585204,notVolatileVarIrq,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-29T10:52:37-03:00,talvez sem problemas?,4,06dbc9ad8203e0a285f8380be49371e5b9dc997b,notVolatileVarIrq,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-30T16:35:13-03:00,Update main.c,9,61361b1631599cd64c2fd4465d4231e527756e6a,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-30T16:35:13-03:00,Update main.c,9,61361b1631599cd64c2fd4465d4231e527756e6a,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-30T16:35:13-03:00,Update main.c,9,61361b1631599cd64c2fd4465d4231e527756e6a,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-30T16:35:13-03:00,Update main.c,9,61361b1631599cd64c2fd4465d4231e527756e6a,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-30T16:35:13-03:00,Update main.c,9,61361b1631599cd64c2fd4465d4231e527756e6a,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-30T16:35:13-03:00,Update main.c,9,61361b1631599cd64c2fd4465d4231e527756e6a,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-31T16:21:09-03:00,Update 4 head_file.h,15,2a8a4bb06fdd645d63e3cf1e8df2587ac3aed110,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-31T16:21:09-03:00,Update 4 head_file.h,15,2a8a4bb06fdd645d63e3cf1e8df2587ac3aed110,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-31T16:21:09-03:00,Update 4 head_file.h,15,2a8a4bb06fdd645d63e3cf1e8df2587ac3aed110,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-31T16:21:09-03:00,Update 4 head_file.h,15,2a8a4bb06fdd645d63e3cf1e8df2587ac3aed110,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-31T16:21:09-03:00,Update 4 head_file.h,15,2a8a4bb06fdd645d63e3cf1e8df2587ac3aed110,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-31T16:21:09-03:00,Update 4 head_file.h,15,2a8a4bb06fdd645d63e3cf1e8df2587ac3aed110,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-31T16:21:39-03:00,Update 4 main.c,16,5cd950da1d9d77bf7e72c7b4f60d13fe83f11e28,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-31T16:21:39-03:00,Update 4 main.c,16,5cd950da1d9d77bf7e72c7b4f60d13fe83f11e28,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-31T16:21:39-03:00,Update 4 main.c,16,5cd950da1d9d77bf7e72c7b4f60d13fe83f11e28,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-31T16:21:39-03:00,Update 4 main.c,16,5cd950da1d9d77bf7e72c7b4f60d13fe83f11e28,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-31T16:21:39-03:00,Update 4 main.c,16,5cd950da1d9d77bf7e72c7b4f60d13fe83f11e28,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-31T16:21:39-03:00,Update 4 main.c,16,5cd950da1d9d77bf7e72c7b4f60d13fe83f11e28,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-31T16:25:11-03:00,Update 5 head_file.c,17,2d1f57fac7f41581c8ae08720464c056cd0fb5ea,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-31T16:25:11-03:00,Update 5 head_file.c,17,2d1f57fac7f41581c8ae08720464c056cd0fb5ea,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-31T16:25:11-03:00,Update 5 head_file.c,17,2d1f57fac7f41581c8ae08720464c056cd0fb5ea,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-31T16:25:11-03:00,Update 5 head_file.c,17,2d1f57fac7f41581c8ae08720464c056cd0fb5ea,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-31T16:25:11-03:00,Update 5 head_file.c,17,2d1f57fac7f41581c8ae08720464c056cd0fb5ea,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-nicholas_lucas,2024-08-31T16:25:11-03:00,Update 5 head_file.c,17,2d1f57fac7f41581c8ae08720464c056cd0fb5ea,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-26T16:58:04-03:00,codigo,2,20268db55e4223e91cd6a19f12b479698c0cc50f,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-26T16:58:04-03:00,codigo,2,20268db55e4223e91cd6a19f12b479698c0cc50f,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-27T17:46:30+00:00,funciona inicialmente,3,9a57ad7df1b6edfd6c5d5bb88a64bc1cfba4354a,badUseGlobalVar,main.c.dump
codes/24b-emb-aps-1-roberta_marcos,2024-08-27T17:46:30+00:00,funciona inicialmente,3,9a57ad7df1b6edfd6c5d5bb88a64bc1cfba4354a,badUseGlobalVar,main.c.dump
